sentence,label
"Comes with a strong light that you can use to light up your camera shots , and even flash SOS signals seriously",1
lightweight and works well,1
"I love this cable , it allows me to connect any mini,USB device to my PC",1
This is cool because most cases are just open there allowing the screen to get all scratched up,1
Appears to actually outperform the original battery from China that came with my V325i,1
jabra ear gels R the best,1
"It quit working after I 'd used it for about 18 months , so I just purchased another one because this is the best headset I 've ever owned",1
It was a great phone,1
"Good value , works fine , power via USB , car , or wall outlet",1
My phone does n't slide around my car now and the grip prevents my phone from slipping out of my hand,1
This is simply the BEST bluetooth headset for sound quality,1
"In the span of an hour , I had two people exclaim Whoa , is that the new phone on TV",1
I have always used corded headsets and the freedom from the wireless is very helpful,1
"This case has passed the one year mark and while it shows signs of wear , it is 100 percents functional",1
"Other than that , the leather is nice and soft , the fit is very tight , the cut out for the face is a good shape",1
It has everything I need and I could n't ask for more,1
This product is great it makes working a lot easier I can go to the copier while waiting on hold for something,1
"T,Mobile has the best customer service anywhere",1
Arrived quickly and much less expensive than others being sold,1
"Provides good protection and looks classy , too",1
Krussel Always good,1
"The tracfonewebsite is user friendly and makes it easy toactivate , etc",1
The design is very good,1
I great reception all the time,1
I would highly recommend this product,1
Fantastic buy and will get again for whatever my next phone is,1
"This BlueAnt Supertooth hands,free phone speaker is AWESOME",1
" Item arrived quickly and works great with my Metro PCS Samsung SCH,r450 slider phone and Sony Premium Sound in ear plugs",1
"It is light , has plenty of battery capacity , and is very confortable to wear for somewhat extended periods of time",1
Blue Ant is easy to use,1
Cheap but hey it works Was pleasantly suprised given the low cost of this item,1
"It 's very convenient and simple to use , gets job done and makes the car ride so much smoother",1
The sound quality is excellent as well,1
Its the best headset I have used,1
"They have been around for years and carries the highest quality of anti,glare screen protector that I have found to date",1
Just what I wanted,1
Great product,1
Crisp and Clear,1
The reception has been generally good,1
"Excellent sound , battery life and inconspicuous to boot",1
Great bluetooth,1
I highly recommend this case,1
WORTHWHILE,1
This is a great deal,1
It is simple to use and I like it,1
"It 's a great tool for entertainment , communication , and data managementOh , be sure to use ActiveSync 42 for optimal data synchronization results",1
I own 2 of these cases and would order another,1
Great Phone,1
I bought this battery with a coupon from Amazon and I 'm very happy with my purchase,1
Perfect for the PS3,1
"Five star Plus , plus",1
A good quality bargain I bought this after I bought a cheapy from Big Lots that sounded awful and people on the other end could n't hear me,1
"Good  , works fine",1
For the price this was a great deal,1
"Great price , too",1
"Yes it 's shiny on front side , and I love it",1
The reception through this headset is excellent,1
2 thumbs up to this seller,1
"I have a Verizon LG phone and they work well together , good reception and range that exceeds 20 feet line of sight",1
"1 It Works , 2 It is Comfortable",1
"Battery charge,life is quite long",1
The Jabra EarGels fit my ears very well,1
Product is exactly as described,1
Gets a signal when other Verizon phones will not,1
I would recommend it,1
Plan on ordering from them again and again,1
"That being said , for a phone , the camera is very nice , many cool effects to play with , and video is decent as well",1
I have been very satisfied with this cell phone from day one,1
They keep getting better and better this is my third one and I 've had numerous Palms too,1
The shipping time was also very quick,1
Good case,1
Really good product,1
It looks very nice,1
"This is an excellent tool , especially when paired with your phone 's auto,answer",1
I have read other 's reviews here but I have n't had any problem with it,1
Comfortable in my hand,1
It works,1
So far it has worked like a charm,1
"I have only had it for a few weeks , but so far , so good",1
"But , in any case , the best part is , you can download these pictures to your laptop using IR , or even send pictures from your laptop to the phone",1
Would recommend this item,1
"It 's been my choice headset for yearsGreat sound , good volume , good noise cancellation",1
"Nice case , feels good in your hands",1
"Just really good So far , probably the best BT headset I have ever had",1
Works fine,1
I received my headset in good time and was happy with it,1
I was very pleased to see that I could replace my well travled swivel holster for my Blackberry flip,1
My sister has one also and she loves it,1
Good Quality,1
"Excellent dual,purpose headset",1
Excellent,1
"It seems completely secure , both holding on to my belt , and keeping the iPhone inside",1
The only good thing was that it fits comfortably on small ears,1
